Test Case,Algorithm,Execution Time,std
r 10000 1.4595,M,0,1.4595
r 10000 1.4595,Q,0,1.4595
r 10000 1.4595,R,0,1.4595
r 10000 1.4596,H,0,1.4596
r 10000 1.4596,M,1,1.4596
r 10000 1.4596,Q,0,1.4596
r 10000 1.4596,R,0,1.4596
r 10000 1.4597,H,1,1.4597
r 10000 1.4597,M,0,1.4597
r 10000 1.4597,Q,0,1.4597
r 10000 1.4597,R,0,1.4597
r 10000 1.4598,H,0,1.4598
r 10000 1.4598,M,1,1.4598
r 10000 1.4598,Q,0,1.4598
r 10000 1.4598,R,0,1.4598
r 10000 1.4599,H,1,1.4599
r 10000 1.4599,M,0,1.4599
r 10000 1.4599,Q,0,1.4599
r 10000 1.4599,R,0,1.4599
r 10000 1.4600,H,0,1.4600
r 10000 1.4600,M,0,1.4600
r 10000 1.4600,Q,0,1.4600
r 10000 1.4600,R,0,1.4600
r 10000 1.4601,H,1,1.4601
r 10000 1.4601,M,0,1.4601
r 10000 1.4601,Q,0,1.4601
r 10000 1.4601,R,0,1.4601
r 10000 1.4602,H,0,1.4602
r 10000 1.4602,M,1,1.4602
r 10000 1.4602,Q,0,1.4602
r 10000 1.4602,R,0,1.4602
r 10000 1.4603,H,1,1.4603
r 10000 1.4603,M,0,1.4603
r 10000 1.4603,Q,0,1.4603
r 10000 1.4603,R,0,1.4603
r 10000 1.4604,H,0,1.4604
r 10000 1.4604,M,1,1.4604
r 10000 1.4604,Q,0,1.4604
r 10000 1.4604,R,0,1.4604
r 10000 1.4605,H,1,1.4605
r 10000 1.4605,M,0,1.4605
r 10000 1.4605,Q,0,1.4605
r 10000 1.4605,R,0,1.4605
r 10000 1.4606,H,0,1.4606
r 10000 1.4606,M,1,1.4606
r 10000 1.4606,Q,0,1.4606
r 10000 1.4606,R,0,1.4606
r 10000 1.4607,H,1,1.4607
r 10000 1.4607,M,0,1.4607
r 10000 1.4607,Q,0,1.4607
r 10000 1.4607,R,0,1.4607
r 10000 1.4608,H,0,1.4608
r 10000 1.4608,M,0,1.4608
r 10000 1.4608,Q,1,1.4608
r 10000 1.4608,R,0,1.4608
r 10000 1.4609,H,1,1.4609
r 10000 1.4609,M,0,1.4609
r 10000 1.4609,Q,0,1.4609
r 10000 1.4609,R,0,1.4609
r 10000 1.4610,H,0,1.4610
r 10000 1.4610,M,0,1.4610
r 10000 1.4610,Q,0,1.4610
r 10000 1.4610,R,0,1.4610
r 10000 1.4611,H,1,1.4611
r 10000 1.4611,M,0,1.4611
r 10000 1.4611,Q,0,1.4611
r 10000 1.4611,R,0,1.4611
r 10000 1.4612,H,0,1.4612
r 10000 1.4612,M,0,1.4612
r 10000 1.4612,Q,1,1.4612
r 10000 1.4612,R,0,1.4612
r 10000 1.4613,H,1,1.4613
r 10000 1.4613,M,0,1.4613
r 10000 1.4613,Q,0,1.4613
r 10000 1.4613,R,0,1.4613
r 10000 1.4614,H,0,1.4614
r 10000 1.4614,M,0,1.4614
r 10000 1.4614,Q,1,1.4614
r 10000 1.4614,R,0,1.4614
r 10000 1.4615,H,1,1.4615
r 10000 1.4615,M,0,1.4615
r 10000 1.4615,Q,0,1.4615
r 10000 1.4615,R,0,1.4615
r 10000 1.4616,H,0,1.4616
r 10000 1.4616,M,0,1.4616
r 10000 1.4616,Q,1,1.4616
r 10000 1.4616,R,0,1.4616
r 10000 1.4617,H,1,1.4617
r 10000 1.4617,M,0,1.4617
r 10000 1.4617,Q,0,1.4617
r 10000 1.4617,R,0,1.4617
r 10000 1.4618,H,0,1.4618
r 10000 1.4618,M,1,1.4618
r 10000 1.4618,Q,0,1.4618
r 10000 1.4618,R,0,1.4618
r 10000 1.4619,H,1,1.4619
r 10000 1.4619,M,0,1.4619
r 10000 1.4619,Q,0,1.4619
r 10000 1.4619,R,0,1.4619
r 10000 1.4620,H,0,1.4620
r 10000 1.4620,M,1,1.4620
r 10000 1.4620,Q,0,1.4620
r 10000 1.4620,R,0,1.4620
r 10000 1.4621,H,1,1.4621
r 10000 1.4621,M,0,1.4621
r 10000 1.4621,Q,0,1.4621
r 10000 1.4621,R,0,1.4621
r 10000 1.4622,H,0,1.4622
r 10000 1.4622,M,1,1.4622
r 10000 1.4622,Q,0,1.4622
r 10000 1.4622,R,0,1.4622
r 10000 1.4623,H,1,1.4623
r 10000 1.4623,M,0,1.4623
r 10000 1.4623,Q,0,1.4623
r 10000 1.4623,R,0,1.4623
r 10000 1.4624,H,0,1.4624
r 10000 1.4624,M,1,1.4624
r 10000 1.4624,Q,0,1.4624
r 10000 1.4624,R,0,1.4624
r 10000 1.4625,H,1,1.4625
r 10000 1.4625,M,0,1.4625
r 10000 1.4625,Q,0,1.4625
r 10000 1.4625,R,0,1.4625
r 10000 1.4626,H,0,1.4626
r 10000 1.4626,M,1,1.4626
r 10000 1.4626,Q,0,1.4626
r 10000 1.4626,R,0,1.4626
r 10000 1.4627,H,1,1.4627
r 10000 1.4627,M,0,1.4627
r 10000 1.4627,Q,0,1.4627
r 10000 1.4627,R,0,1.4627
r 10000 1.4628,H,0,1.4628
r 10000 1.4628,M,1,1.4628
r 10000 1.4628,Q,0,1.4628
r 10000 1.4628,R,0,1.4628
r 10000 1.4629,H,1,1.4629
r 10000 1.4629,M,0,1.4629
r 10000 1.4629,Q,0,1.4629
r 10000 1.4629,R,0,1.4629
r 10000 1.4630,H,0,1.4630
r 10000 1.4630,M,1,1.4630
r 10000 1.4630,Q,0,1.4630
r 10000 1.4630,R,0,1.4630
r 10000 1.4631,H,1,1.4631
r 10000 1.4631,M,0,1.4631
r 10000 1.4631,Q,0,1.4631
r 10000 1.4631,R,0,1.4631
r 10000 1.4632,H,0,1.4632
r 10000 1.4632,M,0,1.4632
r 10000 1.4632,Q,1,1.4632
r 10000 1.4632,R,0,1.4632
r 10000 1.4633,H,1,1.4633
r 10000 1.4633,M,0,1.4633
r 10000 1.4633,Q,0,1.4633
r 10000 1.4633,R,0,1.4633
r 10000 1.4634,H,0,1.4634
r 10000 1.4634,M,0,1.4634
r 10000 1.4634,Q,0,1.4634
r 10000 1.4634,R,0,1.4634
r 10000 1.4635,H,1,1.4635
r 10000 1.4635,M,0,1.4635
r 10000 1.4635,Q,0,1.4635
r 10000 1.4635,R,0,1.4635
r 10000 1.4636,H,0,1.4636
r 10000 1.4636,M,0,1.4636
r 10000 1.4636,Q,0,1.4636
r 10000 1.4636,R,1,1.4636
r 10000 1.4637,H,1,1.4637
r 10000 1.4637,M,0,1.4637
r 10000 1.4637,Q,0,1.4637
r 10000 1.4637,R,0,1.4637
r 10000 1.4638,H,1,1.4638
r 10000 1.4638,M,0,1.4638
r 10000 1.4638,Q,0,1.4638
r 10000 1.4638,R,0,1.4638
r 10000 1.4639,H,0,1.4639
r 10000 1.4639,M,1,1.4639
r 10000 1.4639,Q,0,1.4639
r 10000 1.4639,R,0,1.4639
r 10000 1.4640,H,1,1.4640
r 10000 1.4640,M,0,1.4640
r 10000 1.4640,Q,0,1.4640
r 10000 1.4640,R,0,1.4640
r 10000 1.4641,H,0,1.4641
r 10000 1.4641,M,1,1.4641
r 10000 1.4641,Q,0,1.4641
r 10000 1.4641,R,0,1.4641
r 10000 1.4642,H,1,1.4642
r 10000 1.4642,M,0,1.4642
r 10000 1.4642,Q,0,1.4642
r 10000 1.4642,R,0,1.4642
r 10000 1.4643,H,0,1.4643
r 10000 1.4643,M,1,1.4643
r 10000 1.4643,Q,0,1.4643
r 10000 1.4643,R,0,1.4643
r 10000 1.4644,H,1,1.4644
r 10000 1.4644,M,0,1.4644
r 10000 1.4644,Q,0,1.4644
r 10000 1.4644,R,0,1.4644
r 10000 1.4645,H,0,1.4645
r 10000 1.4645,M,1,1.4645
r 10000 1.4645,Q,0,1.4645
r 10000 1.4645,R,0,1.4645
r 10000 1.4646,H,1,1.4646
r 10000 1.4646,M,0,1.4646
r 10000 1.4646,Q,0,1.4646
r 10000 1.4646,R,0,1.4646
r 10000 1.4647,H,0,1.4647
r 10000 1.4647,M,1,1.4647
r 10000 1.4647,Q,0,1.4647
r 10000 1.4647,R,0,1.4647
r 10000 1.4648,H,1,1.4648
r 10000 1.4648,M,0,1.4648
r 10000 1.4648,Q,0,1.4648
r 10000 1.4648,R,0,1.4648
r 10000 1.4649,H,0,1.4649
r 10000 1.4649,M,1,1.4649
r 10000 1.4649,Q,0,1.4649
r 10000 1.4649,R,0,1.4649
r 10000 1.4650,H,1,1.4650
r 10000 1.4650,M,0,1.4650
r 10000 1.4650,Q,0,1.4650
r 10000 1.4650,R,0,1.4650
r 10000 1.4651,H,0,1.4651
r 10000 1.4651,M,1,1.4651
r 10000 1.4651,Q,0,1.4651
r 10000 1.4651,R,0,1.4651
r 10000 1.4652,H,1,1.4652
r 10000 1.4652,M,0,1.4652
r 10000 1.4652,Q,0,1.4652
r 10000 1.4652,R,0,1.4652
r 10000 1.4653,H,0,1.4653
r 10000 1.4653,M,0,1.4653
r 10000 1.4653,Q,1,1.4653
r 10000 1.4653,R,0,1.4653
r 10000 1.4654,H,1,1.4654
r 10000 1.4654,M,0,1.4654
r 10000 1.4654,Q,0,1.4654
r 10000 1.4654,R,0,1.4654
r 10000 1.4655,H,0,1.4655
r 10000 1.4655,M,0,1.4655
r 10000 1.4655,Q,1,1.4655
r 10000 1.4655,R,0,1.4655
r 10000 1.4656,H,1,1.4656
r 10000 1.4656,M,0,1.4656
r 10000 1.4656,Q,0,1.4656
r 10000 1.4656,R,0,1.4656
r 10000 1.4657,H,0,1.4657
r 10000 1.4657,M,0,1.4657
r 10000 1.4657,Q,1,1.4657
r 10000 1.4657,R,0,1.4657
r 10000 1.4658,H,1,1.4658
r 10000 1.4658,M,0,1.4658
r 10000 1.4658,Q,0,1.4658
r 10000 1.4658,R,0,1.4658
r 10000 1.4659,H,0,1.4659
r 10000 1.4659,M,1,1.4659
r 10000 1.4659,Q,0,1.4659
r 10000 1.4659,R,0,1.4659
r 10000 1.4660,H,1,1.4660
r 10000 1.4660,M,0,1.4660
r 10000 1.4660,Q,0,1.4660
r 10000 1.4660,R,0,1.4660
r 10000 1.4661,H,0,1.4661
r 10000 1.4661,M,1,1.4661
r 10000 1.4661,Q,0,1.4661
r 10000 1.4661,R,0,1.4661
r 10000 1.4662,H,1,1.4662
r 10000 1.4662,M,0,1.4662
r 10000 1.4662,Q,0,1.4662
r 10000 1.4662,R,0,1.4662
r 10000 1.4663,H,0,1.4663
r 10000 1.4663,M,1,1.4663
r 10000 1.4663,Q,0,1.4663
r 10000 1.4663,R,0,1.4663
r 10000 1.4664,H,1,1.4664
r 10000 1.4664,M,0,1.4664
r 10000 1.4664,Q,0,1.4664
r 10000 1.4664,R,0,1.4664
r 10000 1.4665,H,0,1.4665
r 10000 1.4665,M,1,1.4665
r 10000 1.4665,Q,0,1.4665
r 10000 1.4665,R,0,1.4665
r 10000 1.4666,H,1,1.4666
r 10000 1.4666,M,0,1.4666
r 10000 1.4666,Q,0,1.4666
r 10000 1.4666,R,0,1.4666
r 10000 1.4667,H,0,1.4667
r 10000 1.4667,M,1,1.4667
r 10000 1.4667,Q,0,1.4667
r 10000 1.4667,R,0,1.4667
r 10000 1.4668,H,1,1.4668
r 10000 1.4668,M,0,1.4668
r 10000 1.4668,Q,0,1.4668
r 10000 1.4668,R,0,1.4668
r 10000 1.4669,H,0,1.4669
r 10000 1.4669,M,0,1.4669
r 10000 1.4669,Q,1,1.4669
r 10000 1.4669,R,0,1.4669
r 10000 1.4670,H,1,1.4670
r 10000 1.4670,M,0,1.4670
r 10000 1.4670,Q,0,1.4670
r 10000 1.4670,R,0,1.4670
r 10000 1.4671,H,0,1.4671
r 10000 1.4671,M,0,1.4671
r 10000 1.4671,Q,1,1.4671
r 10000 1.4671,R,0,1.4671
r 10000 1.4672,H,1,1.4672
r 10000 1.4672,M,0,1.4672
r 10000 1.4672,Q,0,1.4672
r 10000 1.4672,R,0,1.4672
r 10000 1.4673,H,0,1.4673
r 10000 1.4673,M,0,1.4673
r 10000 1.4673,Q,1,1.4673
r 10000 1.4673,R,0,1.4673
r 10000 1.4674,H,1,1.4674
r 10000 1.4674,M,0,1.4674
r 10000 1.4674,Q,0,1.4674
r 10000 1.4674,R,0,1.4674
r 10000 1.4675,H,0,1.4675
r 10000 1.4675,M,0,1.4675
r 10000 1.4675,Q,1,1.4675
r 10000 1.4675,R,0,1.4675
r 10000 1.4676,H,1,1.4676
r 10000 1.4676,M,0,1.4676
r 10000 1.4676,Q,0,1.4676
r 10000 1.4676,R,0,1.4676
r 10000 1.4677,H,0,1.4677
r 10000 1.4677,M,0,1.4677
r 10000 1.4677,Q,0,1.4677
r 10000 1.4677,R,1,1.4677
r 10000 1.4678,H,1,1.4678
r 10000 1.4678,M,0,1.4678
r 10000 1.4678,Q,0,1.4678
r 10000 1.4678,R,0,1.4678
r 10000 1.4679,H,1,1.4679
r 10000 1.4679,M,0,1.4679
r 10000 1.4679,Q,0,1.4679
r 10000 1.4679,R,0,1.4679
r 10000 1.4680,H,0,1.4680
r 10000 1.4680,M,1,1.4680
r 10000 1.4680,Q,0,1.4680
r 10000 1.4680,R,0,1.4680
r 10000 1.4681,H,1,1.4681
r 10000 1.4681,M,0,1.4681
r 10000 1.4681,Q,0,1.4681
r 10000 1.4681,R,0,1.4681
r 10000 1.4682,H,0,1.4682
r 10000 1.4682,M,1,1.4682
r 10000 1.4682,Q,0,1.4682
r 10000 1.4682,R,0,1.4682
r 10000 1.4683,H,1,1.4683
r 10000 1.4683,M,0,1.4683
r 10000 1.4683,Q,0,1.4683
r 10000 1.4683,R,0,1.4683
r 10000 1.4684,H,0,1.4684
r 10000 1.4684,M,1,1.4684
r 10000 1.4684,Q,0,1.4684
r 10000 1.4684,R,0,1.4684
r 10000 1.4685,H,1,1.4685
r 10000 1.4685,M,0,1.4685
r 10000 1.4685,Q,0,1.4685
r 10000 1.4685,R,0,1.4685
r 10000 1.4686,H,0,1.4686
r 10000 1.4686,M,1,1.4686
r 10000 1.4686,Q,0,1.4686
r 10000 1.4686,R,0,1.4686
r 10000 1.4687,H,1,1.4687
r 10000 1.4687,M,0,1.4687
r 10000 1.4687,Q,0,1.4687
r 10000 1.4687,R,0,1.4687
r 10000 1.4688,H,0,1.4688
r 10000 1.4688,M,1,1.4688
r 10000 1.4688,Q,0,1.4688
r 10000 1.4688,R,0,1.4688
r 10000 1.4689,H,1,1.4689
r 10000 1.4689,M,0,1.4689
r 10000 1.4689,Q,0,1.4689
r 10000 1.4689,R,0,1.4689
r 10000 1.4690,H,0,1.4690
r 10000 1.4690,M,1,1.4690
r 10000 1.4690,Q,0,1.4690
r 10000 1.4690,R,0,1.4690
r 10000 1.4691,H,1,1.4691
r 10000 1.4691,M,0,1.4691
r 10000 1.4691,Q,0,1.4691
r 10000 1.4691,R,0,1.4691
r 10000 1.4692,H,0,1.4692
r 10000 1.4692,M,1,1.4692
r 10000 1.4692,Q,0,1.4692
r 10000 1.4692,R,0,1.4692
r 10000 1.4693,H,1,1.4693
r 10000 1.4693,M,0,1.4693
r 10000 1.4693,Q,0,1.4693
r 10000 1.4693,R,0,1.4693
r 10000 1.4694,H,0,1.4694
r 10000 1.4694,M,1,1.4694
r 10000 1.4694,Q,0,1.4694
r 10000 1.4694,R,0,1.4694
r 10000 1.4695,H,1,1.4695
r 10000 1.4695,M,0,1.4695
r 10000 1.4695,Q,0,1.4695
r 10000 1.4695,R,0,1.4695
r 10000 1.4696,H,0,1.4696
r 10000 1.4696,M,1,1.4696
r 10000 1.4696,Q,0,1.4696
r 10000 1.4696,R,0,1.4696
r 10000 1.4697,H,1,1.4697
r 10000 1.4697,M,0,1.4697
r 10000 1.4697,Q,0,1.4697
r 10000 1.4697,R,0,1.4697
r 10000 1.4698,H,0,1.4698
r 10000 1.4698,M,1,1.4698
r 10000 1.4698,Q,0,1.4698
r 10000 1.4698,R,0,1.4698
r 10000 1.4699,H,1,1.4699
r 10000 1.4699,M,0,1.4699
r 10000 1.4699,Q,0,1.4699
r 10000 1.4699,R,1,1.4699
r 10000 1.4700,H,1,1.4700
r 10000 1.4700,M,0,1.4700
r 10000 1.4700,Q,0,1.4700
r 10000 1.4700,R,0,1.4700
r 10000 1.4701,H,0,1.4701
r 10000 1.4701,M,1,1.4701
r 10000 1.4701,Q,0,1.4701
r 10000 1.4701,R,0,1.4701
r 10000 1.4702,H,1,1.4702
r 10000 1.4702,M,0,1.4702
r 10000 1.4702,Q,0,1.4702
r 10000 1.4702,R,0,1.4702
r 10000 1.4703,H,0,1.4703
r 10000 1.4703,M,1,1.4703
r 10000 1.4703,Q,0,1.4703
r 10000 1.4703,R,0,1.4703
r 10000 1.4704,H,1,1.4704
r 10000 1.4704,M,0,1.4704
r 10000 1.4704,Q,0,1.4704
r 10000 1.4704,R,0,1.4704
r 10000 1.4705,H,1,1.4705
r 10000 1.4705,M,0,1.4705
r 10000 1.4705,Q,0,1.4705
r 10000 1.4705,R,0,1.4705
r 10000 1.4706,H,1,1.4706
r 10000 1.4706,M,0,1.4706
r 10000 1.4706,Q,0,1.4706
r 10000 1.4706,R,0,1.4706
r 10000 1.4707,H,0,1.4707
r 10000 1.4707,M,1,1.4707
r 10000 1.4707,Q,0,1.4707
r 10000 1.4707,R,0,1.4707
r 10000 1.4708,H,1,1.4708
r 10000 1.4708,M,0,1.4708
r 10000 1.4708,Q,0,1.4708
r 10000 1.4708,R,0,1.4708
r 10000 1.4709,H,1,1.4709
r 10000 1.4709,M,0,1.4709
r 10000 1.4709,Q,0,1.4709
r 10000 1.4709,R,0,1.4709
r 10000 1.4710,H,0,1.4710
r 10000 1.4710,M,1,1.4710
r 10000 1.4710,Q,0,1.4710
r 10000 1.4710,R,0,1.4710
r 10000 1.4711,H,1,1.4711
r 10000 1.4711,M,0,1.4711
r 10000 1.4711,Q,0,1.4711
r 10000 1.4711,R,0,1.4711
r 10000 1.4712,H,0,1.4712
r 10000 1.4712,M,1,1.4712
r 10000 1.4712,Q,0,1.4712
r 10000 1.4712,R,0,1.4712
r 10000 1.4713,H,1,1.4713
r 10000 1.4713,M,1,1.4713
r 10000 1.4713,Q,0,1.4713
r 10000 1.4713,R,0,1.4713
r 10000 1.4714,H,0,1.4714
r 10000 1.4714,M,1,1.4714
r 10000 1.4714,Q,0,1.4714
r 10000 1.4714,R,0,1.4714
r 10000 1.4715,H,1,1.4715
r 10000 1.4715,M,0,1.4715
r 10000 1.4715,Q,0,1.4715
r 10000 1.4715,R,0,1.4715
r 10000 1.4716,H,0,1.4716
r 10000 1.4716,M,1,1.4716
r 10000 1.4716,Q,0,1.4716
r 10000 1.4716,R,0,1.4716
r 10000 1.4717,H,1,1.4717
r 10000 1.4717,M,0,1.4717
r 10000 1.4717,Q,0,1.4717
r 10000 1.4717,R,0,1.4717
r 10000 1.4718,H,0,1.4718
r 10000 1.4718,M,1,1.4718
r 10000 1.4718,Q,0,1.4718
r 10000 1.4718,R,0,1.4718
r 10000 1.4719,H,1,1.4719
r 10000 1.4719,M,0,1.4719
r 10000 1.4719,Q,0,1.4719
r 10000 1.4719,R,0,1.4719
r 10000 1.4720,H,0,1.4720
r 10000 1.4720,M,1,1.4720
r 10000 1.4720,Q,0,1.4720
r 10000 1.4720,R,0,1.4720
r 10000 1.4721,H,0,1.4721
r 10000 1.4721,M,0,1.4721
r 10000 1.4721,Q,1,1.4721
r 10000 1.4721,R,0,1.4721
r 10000 1.4722,H,1,1.4722
r 10000 1.4722,M,0,1.4722
r 10000 1.4722,Q,0,1.4722
r 10000 1.4722,R,0,1.4722
r 10000 1.4723,H,0,1.4723
r 10000 1.4723,M,1,1.4723
r 10000 1.4723,Q,0,1.4723
r 10000 1.4723,R,0,1.4723
r 10000 1.4724,H,1,1.4724
r 10000 1.4724,M,0,1.4724
r 10000 1.4724,Q,0,1.4724
r 10000 1.4724,R,0,1.4724
r 10000 1.4725,H,0,1.4725
r 10000 1.4725,M,1,1.4725
r 10000 1.4725,Q,0,1.4725
r 10000 1.4725,R,0,1.4725
r 10000 1.4726,H,1,1.4726
r 10000 1.4726,M,0,1.4726
r 10000 1.4726,Q,0,1.4726
r 10000 1.4726,R,0,1.4726
r 10000 1.4727,H,0,1.4727
r 10000 1.4727,M,1,1.4727
r 10000 1.4727,Q,0,1.4727
r 10000 1.4727,R,0,1.4727
r 10000 1.4728,H,1,1.4728
r 10000 1.4728,M,0,1.4728
r 10000 1.4728,Q,0,1.4728
r 10000 1.4728,R,0,1.4728
r 10000 1.4729,H,0,1.4729
r 10000 1.4729,M,1,1.4729
r 10000 1.4729,Q,0,1.4729
r 10000 1.4729,R,0,1.4729
r 10000 1.4730,H,1,1.4730
r 10000 1.4730,M,0,1.4730
r 10000 1.4730,Q,0,1.4730
r 10000 1.4730,R,0,1.4730
r 10000 1.4731,H,1,1.4731
r 10000 1.4731,M,0,1.4731
r 10000 1.4731,Q,0,1.4731
r 10000 1.4731,R,0,1.4731
r 10000 1.4732,H,0,1.4732
r 10000 1.4732,M,0,1.4732
r 10000 1.4732,Q,1,1.4732
r 10000 1.4732,R,0,1.4732
r 10000 1.4733,H,1,1.4733
r 10000 1.4733,M,0,1.4733
r 10000 1.4733,Q,0,1.4733
r 10000 1.4733,R,0,1.4733
r 10000 1.4734,H,0,1.4734
r 10000 1.4734,M,1,1.4734
r 10000 1.4734,Q,0,1.4734
r 10000 1.4734,R,0,1.4734
r 10000 1.4735,H,1,1.4735
r 10000 1.4735,M,0,1.4735
r 10000 1.4735,Q,0,1.4735
r 10000 1.4735,R,0,1.4735
r 10000 1.4736,H,0,1.4736
r 10000 1.4736,M,0,1.4736
r 10000 1.4736,Q,0,1.4736
r 10000 1.4736,R,0,1.4736
r 10000 1.4737,H,0,1.4737
r 10000 1.4737,M,1,1.4737
r 10000 1.4737,Q,0,1.4737
r 10000 1.4737,R,0,1.4737
r 10000 1.4738,H,1,1.4738
r 10000 1.4738,M,0,1.4738
r 10000 1.4738,Q,0,1.4738
r 10000 1.4738,R,1,1.4738
r 10000 1.4739,H,1,1.4739
r 10000 1.4739,M,0,1.4739
r 10000 1.4739,Q,0,1.4739
r 10000 1.4739,R,0,1.4739
r 10000 1.4740,H,0,1.4740
r 10000 1.4740,M,0,1.4740
r 10000 1.4740,Q,1,1.4740
r 10000 1.4740,R,0,1.4740
r 10000 1.4741,H,1,1.4741
r 10000 1.4741,M,0,1.4741
r 10000 1.4741,Q,0,1.4741
r 10000 1.4741,R,0,1.4741
r 10000 1.4742,H,0,1.4742
r 10000 1.4742,M,1,1.4742
r 10000 1.4742,Q,0,1.4742
r 10000 1.4742,R,0,1.4742
r 10000 1.4743,H,1,1.4743
r 10000 1.4743,M,0,1.4743
r 10000 1.4743,Q,0,1.4743
r 10000 1.4743,R,0,1.4743
r 10000 1.4744,H,0,1.4744
r 10000 1.4744,M,1,1.4744
r 10000 1.4744,Q,0,1.4744
r 10000 1.4744,R,0,1.4744
r 10000 1.4745,H,1,1.4745
r 10000 1.4745,M,0,1.4745
r 10000 1.4745,Q,0,1.4745
r 10000 1.4745,R,0,1.4745
r 10000 1.4746,H,0,1.4746
r 10000 1.4746,M,1,1.4746
r 10000 1.4746,Q,0,1.4746
r 10000 1.4746,R,0,1.4746
r 10000 1.4747,H,0,1.4747
r 10000 1.4747,M,0,1.4747
r 10000 1.4747,Q,0,1.4747
r 10000 1.4747,R,1,1.4747
r 10000 1.4748,H,1,1.4748
r 10000 1.4748,M,0,1.4748
r 10000 1.4748,Q,0,1.4748
r 10000 1.4748,R,0,1.4748
r 10000 1.4749,H,0,1.4749
r 10000 1.4749,M,1,1.4749
r 10000 1.4749,Q,0,1.4749
r 10000 1.4749,R,0,1.4749
r 10000 1.4750,H,1,1.4750
r 10000 1.4750,M,0,1.4750
r 10000 1.4750,Q,0,1.4750
r 10000 1.4750,R,0,1.4750
r 10000 1.4751,H,0,1.4751
r 10000 1.4751,M,1,1.4751
r 10000 1.4751,Q,0,1.4751
r 10000 1.4751,R,0,1.4751
r 10000 1.4752,H,1,1.4752
r 10000 1.4752,M,0,1.4752
r 10000 1.4752,Q,0,1.4752
r 10000 1.4752,R,0,1.4752
r 10000 1.4753,H,0,1.4753
r 10000 1.4753,M,1,1.4753
r 10000 1.4753,Q,0,1.4753
r 10000 1.4753,R,0,1.4753
r 10000 1.4754,H,1,1.4754
r 10000 1.4754,M,0,1.4754
r 10000 1.4754,Q,0,1.4754
r 10000 1.4754,R,0,1.4754
r 10000 1.4755,H,1,1.4755
r 10000 1.4755,M,0,1.4755
r 10000 1.4755,Q,0,1.4755
r 10000 1.4755,R,0,1.4755
r 10000 1.4756,H,0,1.4756
r 10000 1.4756,M,0,1.4756
r 10000 1.4756,Q,1,1.4756
r 10000 1.4756,R,0,1.4756
r 10000 1.4757,H,1,1.4757
r 10000 1.4757,M,0,1.4757
r 10000 1.4757,Q,0,1.4757
r 10000 1.4757,R,0,1.4757
r 10000 1.4758,H,0,1.4758
r 10000 1.4758,M,1,1.4758
r 10000 1.4758,Q,0,1.4758
r 10000 1.4758,R,0,1.4758
r 10000 1.4759,H,1,1.4759
r 10000 1.4759,M,0,1.4759
r 10000 1.4759,Q,0,1.4759
r 10000 1.4759,R,0,1.4759
r 10000 1.4760,H,0,1.4760
r 10000 1.4760,M,1,1.4760
r 10000 1.4760,Q,0,1.4760
r 10000 1.4760,R,0,1.4760
r 10000 1.4761,H,1,1.4761
r 10000 1.4761,M,0,1.4761
r 10000 1.4761,Q,0,1.4761
r 10000 1.4761,R,0,1.4761
r 10000 1.4762,H,0,1.4762
r 10000 1.4762,M,1,1.4762
r 10000 1.4762,Q,0,1.4762
r 10000 1.4762,R,0,1.4762
r 10000 1.4763,H,1,1.4763
r 10000 1.4763,M,0,1.4763
r 10000 1.4763,Q,0,1.4763
r 10000 1.4763,R,0,1.4763
r 10000 1.4764,H,0,1.4764
r 10000 1.4764,M,1,1.4764
r 10000 1.4764,Q,0,1.4764
r 10000 1.4764,R,0,1.4764
r 10000 1.4765,H,1,1.4765
r 10000 1.4765,M,0,1.4765
r 10000 1.4765,Q,0,1.4765
r 10000 1.4765,R,0,1.4765
r 10000 1.4766,H,0,1.4766
r 10000 1.4766,M,1,1.4766
r 10000 1.4766,Q,0,1.4766
r 10000 1.4766,R,0,1.4766
r 10000 1.4767,H,1,1.4767
r 10000 1.4767,M,0,1.4767
r 10000 1.4767,Q,0,1.4767
r 10000 1.4767,R,0,1.4767
r 10000 1.4768,H,0,1.4768
r 10000 1.4768,M,1,1.4768
r 10000 1.4768,Q,0,1.4768
r 10000 1.4768,R,0,1.4768
r 10000 1.4769,H,1,1.4769
r 10000 1.4769,M,0,1.4769
r 10000 1.4769,Q,0,1.4769
r 10000 1.4769,R,0,1.4769
r 10000 1.4770,H,0,1.4770
r 10000 1.4770,M,1,1.4770
r 10000 1.4770,Q,0,1.4770
r 10000 1.4770,R,0,1.4770
r 10000 1.4771,H,1,1.4771
r 10000 1.4771,M,0,1.4771
r 10000 1.4771,Q,0,1.4771
r 10000 1.4771,R,0,1.4771
r 10000 1.4772,H,0,1.4772
r 10000 1.4772,M,1,1.4772
r 10000 1.4772,Q,0,1.4772
r 10000 1.4772,R,0,1.4772
r 10000 1.4773,H,1,1.4773
r 10000 1.4773,M,0,1.4773
r 10000 1.4773,Q,0,1.4773
r 10000 1.4773,R,0,1.4773
r 10000 1.4774,H,1,1.4774
r 10000 1.4774,M,0,1.4774
r 10000 1.4774,Q,0,1.4774
r 10000 1.4774,R,0,1.4774
r 10000 1.4775,H,0,1.4775
r 10000 1.4775,M,0,1.4775
r 10000 1.4775,Q,0,1.4775
r 10000 1.4775,R,1,1.4775
r 10000 1.4776,H,1,1.4776
r 10000 1.4776,M,0,1.4776
r 10000 1.4776,Q,0,1.4776
