Algorithm,swapRate,SortedRatio,ExecutionTime
M,0.004875,0.990357,29
Q,0.004875,0.990357,66
R,0.004875,0.990357,22
I,0.004876,0.990335,5502
H,0.004876,0.990335,52
M,0.004876,0.990335,28
Q,0.004876,0.990335,67
R,0.004876,0.990335,22
I,0.004877,0.990338,5463
H,0.004877,0.990338,51
M,0.004877,0.990338,29
Q,0.004877,0.990338,65
R,0.004877,0.990338,22
I,0.004878,0.990330,5487
H,0.004878,0.990330,51
M,0.004878,0.990330,29
Q,0.004878,0.990330,65
R,0.004878,0.990330,21
I,0.004879,0.990334,5504
H,0.004879,0.990334,54
M,0.004879,0.990334,29
Q,0.004879,0.990334,64
R,0.004879,0.990334,21
I,0.004880,0.990333,5413
H,0.004880,0.990333,51
M,0.004880,0.990333,29
Q,0.004880,0.990333,64
R,0.004880,0.990333,23
I,0.004881,0.990338,5518
H,0.004881,0.990338,51
M,0.004881,0.990338,29
Q,0.004881,0.990338,62
R,0.004881,0.990338,22
I,0.004882,0.990339,5478
H,0.004882,0.990339,53
M,0.004882,0.990339,29
Q,0.004882,0.990339,64
R,0.004882,0.990339,21
I,0.004883,0.990333,5453
H,0.004883,0.990333,51
M,0.004883,0.990333,28
Q,0.004883,0.990333,63
R,0.004883,0.990333,23
I,0.004884,0.990332,5518
H,0.004884,0.990332,51
M,0.004884,0.990332,28
Q,0.004884,0.990332,64
R,0.004884,0.990332,22
I,0.004885,0.990330,5438
H,0.004885,0.990330,52
M,0.004885,0.990330,29
Q,0.004885,0.990330,63
R,0.004885,0.990330,22
I,0.004886,0.990340,5489
H,0.004886,0.990340,51
M,0.004886,0.990340,28
Q,0.004886,0.990340,63
R,0.004886,0.990340,22
I,0.004887,0.990324,5519
H,0.004887,0.990324,51
M,0.004887,0.990324,29
Q,0.004887,0.990324,66
R,0.004887,0.990324,21
I,0.004888,0.990322,5526
H,0.004888,0.990322,52
M,0.004888,0.990322,29
Q,0.004888,0.990322,68
R,0.004888,0.990322,22
I,0.004889,0.990332,5534
H,0.004889,0.990332,51
M,0.004889,0.990332,29
Q,0.004889,0.990332,62
R,0.004889,0.990332,22
I,0.004890,0.990312,5531
H,0.004890,0.990312,51
M,0.004890,0.990312,29
Q,0.004890,0.990312,65
R,0.004890,0.990312,21
I,0.004891,0.990311,5479
H,0.004891,0.990311,52
M,0.004891,0.990311,28
Q,0.004891,0.990311,64
R,0.004891,0.990311,22
I,0.004892,0.990306,5365
H,0.004892,0.990306,50
M,0.004892,0.990306,28
Q,0.004892,0.990306,67
R,0.004892,0.990306,22
I,0.004893,0.990323,5531
H,0.004893,0.990323,51
M,0.004893,0.990323,29
Q,0.004893,0.990323,67
R,0.004893,0.990323,22
I,0.004894,0.990315,5536
H,0.004894,0.990315,52
M,0.004894,0.990315,29
Q,0.004894,0.990315,65
R,0.004894,0.990315,22
I,0.004895,0.990299,5505
H,0.004895,0.990299,51
M,0.004895,0.990299,29
Q,0.004895,0.990299,64
R,0.004895,0.990299,22
I,0.004896,0.990306,5532
H,0.004896,0.990306,51
M,0.004896,0.990306,29
Q,0.004896,0.990306,75
R,0.004896,0.990306,21
I,0.004897,0.990309,5483
H,0.004897,0.990309,52
M,0.004897,0.990309,28
Q,0.004897,0.990309,66
R,0.004897,0.990309,21
I,0.004898,0.990313,5380
H,0.004898,0.990313,51
M,0.004898,0.990313,28
Q,0.004898,0.990313,68
R,0.004898,0.990313,22
I,0.004899,0.990286,5480
H,0.004899,0.990286,50
M,0.004899,0.990286,29
Q,0.004899,0.990286,61
R,0.004899,0.990286,22
I,0.004900,0.990294,5397
H,0.004900,0.990294,52
M,0.004900,0.990294,29
Q,0.004900,0.990294,64
R,0.004900,0.990294,22
I,0.004901,0.990320,5473
H,0.004901,0.990320,51
M,0.004901,0.990320,29
Q,0.004901,0.990320,63
R,0.004901,0.990320,22
I,0.004902,0.990288,5456
H,0.004902,0.990288,51
M,0.004902,0.990288,28
Q,0.004902,0.990288,62
R,0.004902,0.990288,21
I,0.004903,0.990298,5523
H,0.004903,0.990298,52
M,0.004903,0.990298,29
Q,0.004903,0.990298,62
R,0.004903,0.990298,21
I,0.004904,0.990266,5451
H,0.004904,0.990266,51
M,0.004904,0.990266,28
Q,0.004904,0.990266,64
R,0.004904,0.990266,23
I,0.004905,0.990296,5513
H,0.004905,0.990296,51
M,0.004905,0.990296,29
Q,0.004905,0.990296,63
R,0.004905,0.990296,21
I,0.004906,0.990282,5605
H,0.004906,0.990282,52
M,0.004906,0.990282,28
Q,0.004906,0.990282,64
R,0.004906,0.990282,22
I,0.004907,0.990267,5480
H,0.004907,0.990267,51
M,0.004907,0.990267,28
Q,0.004907,0.990267,65
R,0.004907,0.990267,22
I,0.004908,0.990270,5559
H,0.004908,0.990270,51
M,0.004908,0.990270,29
Q,0.004908,0.990270,66
R,0.004908,0.990270,22
I,0.004909,0.990259,5494
H,0.004909,0.990259,52
M,0.004909,0.990259,29
Q,0.004909,0.990259,63
R,0.004909,0.990259,21
I,0.004910,0.990278,5566
H,0.004910,0.990278,51
M,0.004910,0.990278,29
Q,0.004910,0.990278,62
R,0.004910,0.990278,23
I,0.004911,0.990285,5446
H,0.004911,0.990285,51
M,0.004911,0.990285,29
Q,0.004911,0.990285,64
R,0.004911,0.990285,22
I,0.004912,0.990259,5487
H,0.004912,0.990259,52
M,0.004912,0.990259,29
Q,0.004912,0.990259,62
R,0.004912,0.990259,22
I,0.004913,0.990286,5541
H,0.004913,0.990286,51
M,0.004913,0.990286,29
Q,0.004913,0.990286,69
R,0.004913,0.990286,23
I,0.004914,0.990276,5623
H,0.004914,0.990276,51
M,0.004914,0.990276,29
Q,0.004914,0.990276,64
R,0.004914,0.990276,22
I,0.004915,0.990287,5462
H,0.004915,0.990287,52
M,0.004915,0.990287,29
Q,0.004915,0.990287,65
R,0.004915,0.990287,21
I,0.004916,0.990264,5487
H,0.004916,0.990264,52
M,0.004916,0.990264,29
Q,0.004916,0.990264,63
R,0.004916,0.990264,23
I,0.004917,0.990258,5490
H,0.004917,0.990258,51
M,0.004917,0.990258,28
Q,0.004917,0.990258,73
R,0.004917,0.990258,22
I,0.004918,0.990258,5554
H,0.004918,0.990258,52
M,0.004918,0.990258,29
Q,0.004918,0.990258,64
R,0.004918,0.990258,22
I,0.004919,0.990263,5497
H,0.004919,0.990263,52
M,0.004919,0.990263,28
Q,0.004919,0.990263,66
R,0.004919,0.990263,23
I,0.004920,0.990256,5531
H,0.004920,0.990256,51
M,0.004920,0.990256,28
Q,0.004920,0.990256,64
R,0.004920,0.990256,22
I,0.004921,0.990230,5507
H,0.004921,0.990230,52
M,0.004921,0.990230,29
Q,0.004921,0.990230,64
R,0.004921,0.990230,22
I,0.004922,0.990266,5620
H,0.004922,0.990266,51
M,0.004922,0.990266,29
Q,0.004922,0.990266,62
R,0.004922,0.990266,22
I,0.004923,0.990246,5469
H,0.004923,0.990246,51
M,0.004923,0.990246,28
Q,0.004923,0.990246,64
R,0.004923,0.990246,21
I,0.004924,0.990229,5538
H,0.004924,0.990229,52
M,0.004924,0.990229,29
Q,0.004924,0.990229,69
R,0.004924,0.990229,22
I,0.004925,0.990234,5580
H,0.004925,0.990234,51
M,0.004925,0.990234,29
Q,0.004925,0.990234,67
R,0.004925,0.990234,23
I,0.004926,0.990256,5482
H,0.004926,0.990256,51
M,0.004926,0.990256,29
Q,0.004926,0.990256,62
R,0.004926,0.990256,22
I,0.004927,0.990244,5537
H,0.004927,0.990244,52
M,0.004927,0.990244,29
Q,0.004927,0.990244,63
R,0.004927,0.990244,21
I,0.004928,0.990234,5580
H,0.004928,0.990234,51
M,0.004928,0.990234,29
Q,0.004928,0.990234,63
R,0.004928,0.990234,22
I,0.004929,0.990243,5583
H,0.004929,0.990243,52
M,0.004929,0.990243,29
Q,0.004929,0.990243,63
R,0.004929,0.990243,21
I,0.004930,0.990237,5547
H,0.004930,0.990237,52
M,0.004930,0.990237,29
Q,0.004930,0.990237,62
R,0.004930,0.990237,21
I,0.004931,0.990234,5520
H,0.004931,0.990234,50
M,0.004931,0.990234,28
Q,0.004931,0.990234,64
R,0.004931,0.990234,22
I,0.004932,0.990229,5475
H,0.004932,0.990229,51
M,0.004932,0.990229,28
Q,0.004932,0.990229,63
R,0.004932,0.990229,21
I,0.004933,0.990237,5560
H,0.004933,0.990237,52
M,0.004933,0.990237,29
Q,0.004933,0.990237,62
R,0.004933,0.990237,22
I,0.004934,0.990243,5593
H,0.004934,0.990243,51
M,0.004934,0.990243,28
Q,0.004934,0.990243,67
R,0.004934,0.990243,22
I,0.004935,0.990216,5615
H,0.004935,0.990216,52
M,0.004935,0.990216,29
Q,0.004935,0.990216,65
R,0.004935,0.990216,22
I,0.004936,0.990228,5531
H,0.004936,0.990228,52
M,0.004936,0.990228,29
Q,0.004936,0.990228,64
R,0.004936,0.990228,22
I,0.004937,0.990229,5524
H,0.004937,0.990229,51
M,0.004937,0.990229,28
Q,0.004937,0.990229,63
R,0.004937,0.990229,22
I,0.004938,0.990227,5565
H,0.004938,0.990227,52
M,0.004938,0.990227,29
Q,0.004938,0.990227,62
R,0.004938,0.990227,21
I,0.004939,0.990221,5537
H,0.004939,0.990221,52
M,0.004939,0.990221,29
Q,0.004939,0.990221,68
R,0.004939,0.990221,22
I,0.004940,0.990243,5505
H,0.004940,0.990243,51
M,0.004940,0.990243,29
Q,0.004940,0.990243,62
R,0.004940,0.990243,22
I,0.004941,0.990219,5583
H,0.004941,0.990219,51
M,0.004941,0.990219,29
Q,0.004941,0.990219,64
R,0.004941,0.990219,22
I,0.004942,0.990202,5567
H,0.004942,0.990202,52
M,0.004942,0.990202,29
Q,0.004942,0.990202,65
R,0.004942,0.990202,21
I,0.004943,0.990202,5581
H,0.004943,0.990202,51
M,0.004943,0.990202,29
Q,0.004943,0.990202,63
R,0.004943,0.990202,22
I,0.004944,0.990204,5701
H,0.004944,0.990204,51
M,0.004944,0.990204,29
Q,0.004944,0.990204,68
R,0.004944,0.990204,22
I,0.004945,0.990195,5488
H,0.004945,0.990195,51
M,0.004945,0.990195,28
Q,0.004945,0.990195,63
R,0.004945,0.990195,21
I,0.004946,0.990211,5593
H,0.004946,0.990211,51
M,0.004946,0.990211,29
Q,0.004946,0.990211,68
R,0.004946,0.990211,23
I,0.004947,0.990208,5491
H,0.004947,0.990208,51
M,0.004947,0.990208,29
Q,0.004947,0.990208,68
R,0.004947,0.990208,21
I,0.004948,0.990209,5562
H,0.004948,0.990209,52
M,0.004948,0.990209,29
Q,0.004948,0.990209,62
R,0.004948,0.990209,22
I,0.004949,0.990202,5545
H,0.004949,0.990202,51
M,0.004949,0.990202,29
Q,0.004949,0.990202,66
R,0.004949,0.990202,23
I,0.004950,0.990197,5578
H,0.004950,0.990197,51
M,0.004950,0.990197,29
Q,0.004950,0.990197,62
R,0.004950,0.990197,21
I,0.004951,0.990201,5633
H,0.004951,0.990201,54
M,0.004951,0.990201,28
Q,0.004951,0.990201,65
R,0.004951,0.990201,21
I,0.004952,0.990209,5502
H,0.004952,0.990209,51
M,0.004952,0.990209,29
Q,0.004952,0.990209,67
R,0.004952,0.990209,23
I,0.004953,0.990185,5546
H,0.004953,0.990185,51
M,0.004953,0.990185,29
Q,0.004953,0.990185,63
R,0.004953,0.990185,22
I,0.004954,0.990189,5536
H,0.004954,0.990189,53
M,0.004954,0.990189,29
Q,0.004954,0.990189,66
R,0.004954,0.990189,22
I,0.004955,0.990193,5441
H,0.004955,0.990193,51
M,0.004955,0.990193,29
Q,0.004955,0.990193,63
R,0.004955,0.990193,22
I,0.004956,0.990186,5527
H,0.004956,0.990186,51
M,0.004956,0.990186,28
Q,0.004956,0.990186,64
R,0.004956,0.990186,21
I,0.004957,0.990167,5628
H,0.004957,0.990167,52
M,0.004957,0.990167,29
Q,0.004957,0.990167,66
R,0.004957,0.990167,22
I,0.004958,0.990168,5541
H,0.004958,0.990168,51
M,0.004958,0.990168,29
Q,0.004958,0.990168,69
R,0.004958,0.990168,23
I,0.004959,0.990189,5548
H,0.004959,0.990189,51
M,0.004959,0.990189,29
Q,0.004959,0.990189,64
R,0.004959,0.990189,21
I,0.004960,0.990180,5523
H,0.004960,0.990180,53
M,0.004960,0.990180,28
Q,0.004960,0.990180,74
R,0.004960,0.990180,22
I,0.004961,0.990164,5551
H,0.004961,0.990164,51
M,0.004961,0.990164,29
Q,0.004961,0.990164,63
R,0.004961,0.990164,22
I,0.004962,0.990177,5475
H,0.004962,0.990177,51
M,0.004962,0.990177,29
Q,0.004962,0.990177,66
R,0.004962,0.990177,21
I,0.004963,0.990187,5574
H,0.004963,0.990187,54
M,0.004963,0.990187,29
Q,0.004963,0.990187,62
R,0.004963,0.990187,21
I,0.004964,0.990170,5543
H,0.004964,0.990170,51
M,0.004964,0.990170,29
Q,0.004964,0.990170,65
R,0.004964,0.990170,22
I,0.004965,0.990171,5523
H,0.004965,0.990171,51
M,0.004965,0.990171,29
Q,0.004965,0.990171,63
R,0.004965,0.990171,22
I,0.004966,0.990173,5489
H,0.004966,0.990173,52
M,0.004966,0.990173,30
Q,0.004966,0.990173,63
R,0.004966,0.990173,21
I,0.004967,0.990164,5571
H,0.004967,0.990164,51
M,0.004967,0.990164,28
Q,0.004967,0.990164,64
R,0.004967,0.990164,23
I,0.004968,0.990155,5642
H,0.004968,0.990155,51
M,0.004968,0.990155,29
Q,0.004968,0.990155,63
R,0.004968,0.990155,21
I,0.004969,0.990159,5511
H,0.004969,0.990159,53
M,0.004969,0.990159,29
Q,0.004969,0.990159,67
R,0.004969,0.990159,22
I,0.004970,0.990157,5620
H,0.004970,0.990157,51
M,0.004970,0.990157,29
Q,0.004970,0.990157,63
R,0.004970,0.990157,23
I,0.004971,0.990161,5669
H,0.004971,0.990161,51
M,0.004971,0.990161,29
Q,0.004971,0.990161,66
R,0.004971,0.990161,21
I,0.004972,0.990144,5631
H,0.004972,0.990144,52
M,0.004972,0.990144,29
Q,0.004972,0.990144,64
R,0.004972,0.990144,22
I,0.004973,0.990163,5502
H,0.004973,0.990163,51
M,0.004973,0.990163,29
Q,0.004973,0.990163,68
R,0.004973,0.990163,23
I,0.004974,0.990132,5556
H,0.004974,0.990132,50
M,0.004974,0.990132,29
Q,0.004974,0.990132,69
R,0.004974,0.990132,21
I,0.004975,0.990143,5516
H,0.004975,0.990143,52
M,0.004975,0.990143,29
Q,0.004975,0.990143,68
R,0.004975,0.990143,21
I,0.004976,0.990127,5568
H,0.004976,0.990127,51
M,0.004976,0.990127,29
Q,0.004976,0.990127,64
R,0.004976,0.990127,22
I,0.004977,0.990137,5575
H,0.004977,0.990137,51
M,0.004977,0.990137,29
Q,0.004977,0.990137,62
R,0.004977,0.990137,21
I,0.004978,0.990157,5523
H,0.004978,0.990157,52
M,0.004978,0.990157,29
Q,0.004978,0.990157,66
R,0.004978,0.990157,22
I,0.004979,0.990136,5539
H,0.004979,0.990136,51
M,0.004979,0.990136,29
Q,0.004979,0.990136,68
R,0.004979,0.990136,22
I,0.004980,0.990129,5593
H,0.004980,0.990129,51
M,0.004980,0.990129,29
Q,0.004980,0.990129,65
R,0.004980,0.990129,21
I,0.004981,0.990144,5635
H,0.004981,0.990144,52
M,0.004981,0.990144,29
Q,0.004981,0.990144,65
R,0.004981,0.990144,21
I,0.004982,0.990123,5575
H,0.004982,0.990123,51
M,0.004982,0.990123,29
Q,0.004982,0.990123,65
R,0.004982,0.990123,23
I,0.004983,0.990130,5557
H,0.004983,0.990130,51
M,0.004983,0.990130,29
Q,0.004983,0.990130,65
R,0.004983,0.990130,21
I,0.004984,0.990138,5623
H,0.004984,0.990138,51
M,0.004984,0.990138,28
Q,0.004984,0.990138,61
R,0.004984,0.990138,22
I,0.004985,0.990119,5654
H,0.004985,0.990119,52
M,0.004985,0.990119,28
Q,0.004985,0.990119,61
R,0.004985,0.990119,23
I,0.004986,0.990141,5663
H,0.004986,0.990141,51
M,0.004986,0.990141,29
Q,0.004986,0.990141,65
R,0.004986,0.990141,21
I,0.004987,0.990117,5642
H,0.004987,0.990117,52
M,0.004987,0.990117,28
Q,0.004987,0.990117,61
R,0.004987,0.990117,21
I,0.004988,0.990130,5538
H,0.004988,0.990130,52
M,0.004988,0.990130,29
Q,0.004988,0.990130,65
R,0.004988,0.990130,22
I,0.004989,0.990121,5545
H,0.004989,0.990121,51
M,0.004989,0.990121,28
Q,0.004989,0.990121,61
R,0.004989,0.990121,21
I,0.004990,0.990116,5647
H,0.004990,0.990116,52
M,0.004990,0.990116,29
Q,0.004990,0.990116,64
R,0.004990,0.990116,21
I,0.004991,0.990108,5579
H,0.004991,0.990108,51
M,0.004991,0.990108,29
Q,0.004991,0.990108,72
R,0.004991,0.990108,22
I,0.004992,0.990119,5581
H,0.004992,0.990119,51
M,0.004992,0.990119,29
Q,0.004992,0.990119,64
R,0.004992,0.990119,22
I,0.004993,0.990093,5682
H,0.004993,0.990093,52
M,0.004993,0.990093,29
Q,0.004993,0.990093,61
R,0.004993,0.990093,21
I,0.004994,0.990125,5586
H,0.004994,0.990125,51
M,0.004994,0.990125,29
Q,0.004994,0.990125,63
R,0.004994,0.990125,23
I,0.004995,0.990103,5582
H,0.004995,0.990103,51
M,0.004995,0.990103,29
Q,0.004995,0.990103,63
R,0.004995,0.990103,22
I,0.004996,0.990097,5565
H,0.004996,0.990097,52
M,0.004996,0.990097,29
Q,0.004996,0.990097,61
R,0.004996,0.990097,21
I,0.004997,0.990110,5647
H,0.004997,0.990110,51
M,0.004997,0.990110,29
Q,0.004997,0.990110,63
R,0.004997,0.990110,23
I,0.004998,0.990113,5562
H,0.004998,0.990113,51
M,0.004998,0.990113,29
Q,0.004998,0.990113,66
R,0.004998,0.990113,22
I,0.004999,0.990122,5573
H,0.004999,0.990122,52
M,0.004999,0.990122,29
Q,0.004999,0.990122,63
R,0.004999,0.990122,22
I,0.005000,0.990093,5662
H,0.005000,0.990093,51
M,0.005000,0.990093,29
Q,0.005000,0.990093,61
R,0.005000,0.990093,23
I,0.005001,0.990101,5566
H,0.005001,0.990101,51
M,0.005001,0.990101,29
Q,0.005001,0.990101,64
R,0.005001,0.990101,22
I,0.005002,0.990091,5607
H,0.005002,0.990091,52
M,0.005002,0.990091,29
Q,0.005002,0.990091,64
R,0.005002,0.990091,21
I,0.005003,0.990091,5741
H,0.005003,0.990091,51
M,0.005003,0.990091,29
Q,0.005003,0.990091,64
R,0.005003,0.990091,22
I,0.005004,0.990086,5705
H,0.005004,0.990086,51
M,0.005004,0.990086,29
Q,0.005004,0.990086,62
R,0.005004,0.990086,21
I,0.005005,0.990079,5609
H,0.005005,0.990079,52
M,0.005005,0.990079,29
Q,0.005005,0.990079,64
R,0.005005,0.990079,21
I,0.005006,0.990090,5640
H,0.005006,0.990090,51
M,0.005006,0.990090,29
Q,0.005006,0.990090,65
R,0.005006,0.990090,22
I,0.005007,0.990075,5643
H,0.005007,0.990075,51
M,0.005007,0.990075,29
Q,0.005007,0.990075,66
R,0.005007,0.990075,22
I,0.005008,0.990086,5675
H,0.005008,0.990086,53
M,0.005008,0.990086,29
Q,0.005008,0.990086,63
R,0.005008,0.990086,21
I,0.005009,0.990076,5660
H,0.005009,0.990076,51
M,0.005009,0.990076,29
Q,0.005009,0.990076,63
R,0.005009,0.990076,22
I,0.005010,0.990069,5577
H,0.005010,0.990069,51
M,0.005010,0.990069,29
Q,0.005010,0.990069,64
R,0.005010,0.990069,21
I,0.005011,0.990094,5574
H,0.005011,0.990094,54
M,0.005011,0.990094,29
Q,0.005011,0.990094,64
R,0.005011,0.990094,22
I,0.005012,0.990069,5636
H,0.005012,0.990069,51
M,0.005012,0.990069,29
Q,0.005012,0.990069,62
R,0.005012,0.990069,22
I,0.005013,0.990076,5618
H,0.005013,0.990076,51
M,0.005013,0.990076,29
Q,0.005013,0.990076,62
R,0.005013,0.990076,21
I,0.005014,0.990056,5625
H,0.005014,0.990056,51
M,0.005014,0.990056,28
Q,0.005014,0.990056,62
R,0.005014,0.990056,22
I,0.005015,0.990079,5700
H,0.005015,0.990079,52
M,0.005015,0.990079,29
Q,0.005015,0.990079,65
R,0.005015,0.990079,23
I,0.005016,0.990050,5586
H,0.005016,0.990050,51
M,0.005016,0.990050,29
Q,0.005016,0.990050,62
R,0.005016,0.990050,21
I,0.005017,0.990079,5744
H,0.005017,0.990079,52
M,0.005017,0.990079,29
Q,0.005017,0.990079,65
R,0.005017,0.990079,21
I,0.005018,0.990058,5609
H,0.005018,0.990058,51
M,0.005018,0.990058,29
Q,0.005018,0.990058,62
R,0.005018,0.990058,24
I,0.005019,0.990070,5643
H,0.005019,0.990070,51
M,0.005019,0.990070,28
Q,0.005019,0.990070,67
R,0.005019,0.990070,21
I,0.005020,0.990072,5664
H,0.005020,0.990072,51
M,0.005020,0.990072,28
Q,0.005020,0.990072,60
R,0.005020,0.990072,21
I,0.005021,0.990049,5553
H,0.005021,0.990049,52
M,0.005021,0.990049,29
Q,0.005021,0.990049,63
R,0.005021,0.990049,23
I,0.005022,0.990069,5613
H,0.005022,0.990069,51
M,0.005022,0.990069,29
Q,0.005022,0.990069,62
R,0.005022,0.990069,21
I,0.005023,0.990061,5633
H,0.005023,0.990061,52
M,0.005023,0.990061,29
Q,0.005023,0.990061,72
R,0.005023,0.990061,22
I,0.005024,0.990055,5699
H,0.005024,0.990055,51
M,0.005024,0.990055,29
Q,0.005024,0.990055,63
R,0.005024,0.990055,22
I,0.005025,0.990059,5598
H,0.005025,0.990059,51
M,0.005025,0.990059,28
Q,0.005025,0.990059,64
R,0.005025,0.990059,21
I,0.005026,0.990043,5646
H,0.005026,0.990043,52
M,0.005026,0.990043,29
Q,0.005026,0.990043,64
R,0.005026,0.990043,21
I,0.005027,0.990047,5613
H,0.005027,0.990047,51
M,0.005027,0.990047,29
Q,0.005027,0.990047,72
R,0.005027,0.990047,22
I,0.005028,0.990030,5725
H,0.005028,0.990030,51
M,0.005028,0.990030,29
Q,0.005028,0.990030,65
R,0.005028,0.990030,21
I,0.005029,0.990065,5610
H,0.005029,0.990065,52
M,0.005029,0.990065,29
Q,0.005029,0.990065,64
R,0.005029,0.990065,22
I,0.005030,0.990045,5678
H,0.005030,0.990045,50
M,0.005030,0.990045,28
Q,0.005030,0.990045,65
R,0.005030,0.990045,23
I,0.005031,0.990038,5661
H,0.005031,0.990038,51
M,0.005031,0.990038,29
Q,0.005031,0.990038,66
R,0.005031,0.990038,21
I,0.005032,0.990041,5709
H,0.005032,0.990041,52
M,0.005032,0.990041,29
Q,0.005032,0.990041,70
R,0.005032,0.990041,21
I,0.005033,0.990020,5583
H,0.005033,0.990020,51
M,0.005033,0.990020,29
Q,0.005033,0.990020,65
R,0.005033,0.990020,22
I,0.005034,0.990039,5648
H,0.005034,0.990039,51
M,0.005034,0.990039,29
Q,0.005034,0.990039,65
R,0.005034,0.990039,21
I,0.005035,0.990031,5627
H,0.005035,0.990031,52
M,0.005035,0.990031,29
Q,0.005035,0.990031,65
R,0.005035,0.990031,21
I,0.005036,0.990039,5560
H,0.005036,0.990039,51
M,0.005036,0.990039,28
Q,0.005036,0.990039,63
R,0.005036,0.990039,23
I,0.005037,0.990034,5606
H,0.005037,0.990034,51
M,0.005037,0.990034,28
Q,0.005037,0.990034,63
R,0.005037,0.990034,21
I,0.005038,0.990035,5661
H,0.005038,0.990035,51
M,0.005038,0.990035,28
Q,0.005038,0.990035,64
R,0.005038,0.990035,22
I,0.005039,0.990031,5645
H,0.005039,0.990031,51
M,0.005039,0.990031,29
Q,0.005039,0.990031,63
R,0.005039,0.990031,22
I,0.005040,0.990005,5647
H,0.005040,0.990005,51
M,0.005040,0.990005,28
Q,0.005040,0.990005,62
R,0.005040,0.990005,22
I,0.005041,0.990009,5723
H,0.005041,0.990009,52
M,0.005041,0.990009,29
Q,0.005041,0.990009,66
R,0.005041,0.990009,22
I,0.005042,0.990004,5593
H,0.005042,0.990004,51
M,0.005042,0.990004,29
Q,0.005042,0.990004,66
R,0.005042,0.990004,22
I,0.005043,0.990028,5590
H,0.005043,0.990028,51
M,0.005043,0.990028,29
Q,0.005043,0.990028,63
R,0.005043,0.990028,21
I,0.005044,0.989996,5613
H,0.005044,0.989996,52
M,0.005044,0.989996,29
Q,0.005044,0.989996,64
R,0.005044,0.989996,21
I,0.005045,0.990005,5560
H,0.005045,0.990005,51
M,0.005045,0.990005,29
Q,0.005045,0.990005,64
R,0.005045,0.990005,22
I,0.005046,0.989993,5783
H,0.005046,0.989993,51
M,0.005046,0.989993,28
Q,0.005046,0.989993,65
R,0.005046,0.989993,21
I,0.005047,0.989993,5656
H,0.005047,0.989993,52
M,0.005047,0.989993,29
Q,0.005047,0.989993,62
R,0.005047,0.989993,22
I,0.005048,0.990002,5624
H,0.005048,0.990002,52
M,0.005048,0.990002,29
Q,0.005048,0.990002,63
R,0.005048,0.990002,23
I,0.005049,0.990012,5759
H,0.005049,0.990012,51
M,0.005049,0.990012,29
Q,0.005049,0.990012,63
R,0.005049,0.990012,21
I,0.005050,0.989991,5779
H,0.005050,0.989991,52
M,0.005050,0.989991,29
Q,0.005050,0.989991,61
R,0.005050,0.989991,21
I,0.005051,0.989997,5661
H,0.005051,0.989997,51
M,0.005051,0.989997,28
Q,0.005051,0.989997,63
R,0.005051,0.989997,23
I,0.005052,0.989993,5646
H,0.005052,0.989993,51
M,0.005052,0.989993,29
Q,0.005052,0.989993,67
R,0.005052,0.989993,21
I,0.005053,0.989993,5795
H,0.005053,0.989993,52
M,0.005053,0.989993,29
Q,0.005053,0.989993,66
R,0.005053,0.989993,22
I,0.005054,0.989991,5714
H,0.005054,0.989991,52
M,0.005054,0.989991,30
Q,0.005054,0.989991,68
R,0.005054,0.989991,22
I,0.005055,0.990003,5760
H,0.005055,0.990003,52
M,0.005055,0.990003,29
Q,0.005055,0.990003,65
R,0.005055,0.990003,21
I,0.005056,0.989986,5593
H,0.005056,0.989986,52
M,0.005056,0.989986,29
Q,0.005056,0.989986,66
R,0.005056,0.989986,21
I,0.005057,0.989996,5580
H,0.005057,0.989996,52
M,0.005057,0.989996,28
Q,0.005057,0.989996,64
R,0.005057,0.989996,23
I,0.005058,0.989979,5591
H,0.005058,0.989979,51
M,0.005058,0.989979,29
Q,0.005058,0.989979,65
R,0.005058,0.989979,21
I,0.005059,0.989979,5748
H,0.005059,0.989979,52
M,0.005059,0.989979,29
Q,0.005059,0.989979,64
R,0.005059,0.989979,22
I,0.005060,0.989980,5609
H,0.005060,0.989980,51
M,0.005060,0.989980,28
Q,0.005060,0.989980,64
R,0.005060,0.989980,22
I,0.005061,0.989975,5801
H,0.005061,0.989975,51
M,0.005061,0.989975,29
Q,0.005061,0.989975,64
R,0.005061,0.989975,21
I,0.005062,0.989985,5642
H,0.005062,0.989985,52
M,0.005062,0.989985,29
Q,0.005062,0.989985,62
R,0.005062,0.989985,21
I,0.005063,0.989983,5655
H,0.005063,0.989983,51
M,0.005063,0.989983,29
Q,0.005063,0.989983,67
R,0.005063,0.989983,22
I,0.005064,0.989970,5781
H,0.005064,0.989970,51
M,0.005064,0.989970,29
Q,0.005064,0.989970,67
R,0.005064,0.989970,21
I,0.005065,0.989970,5705
H,0.005065,0.989970,52
M,0.005065,0.989970,29
Q,0.005065,0.989970,63
R,0.005065,0.989970,22
I,0.005066,0.989960,5621
